relation	kind	ordinal	column	type	upstream table	derivation	sample values	description	null meaning
master_course	view	28	is_ia	boolean	master_section	`COALESCE(BOOL_OR(is_ia), FALSE)` over `master_section`.	TRUE	Whether the material uses inclusive access.	Never NULL for a retained group.
master_course	view	29	oer_count	hugeint	master_section	`SUM(oer_count)` over `master_section`.	42	Open-resource materials within the aggregation group.	Never NULL for a retained group.
master_course	view	30	ia_count	hugeint	master_section	`SUM(ia_count)` over `master_section`.	42	Inclusive-access materials within the aggregation group.	Never NULL for a retained group.
master_course	view	31	has_isbn	boolean	master_section	`COALESCE(BOOL_OR(has_isbn), FALSE)` over `master_section`.	TRUE	Whether the material has a non-NULL ISBN.	Never NULL for a retained group.
master_course	view	32	has_formattype	boolean	master_section	`COALESCE(BOOL_OR(has_formattype), FALSE)` over `master_section`.	TRUE	Whether the material has a nonblank FormatType classification.	Never NULL for a retained group.
master_course	view	33	isbn_count	hugeint	master_section	`SUM(isbn_count)` over `master_section`.	42	ISBN-bearing materials within the aggregation group.	Never NULL for a retained group.
master_course	view	34	classified_count	hugeint	master_section	`SUM(classified_count)` over `master_section`.	42	Materials having a nonblank FormatType classification.	Never NULL for a retained group.
master_course	view	35	has_enrollment_sections	bigint	master_section	`COUNT(*) FILTER (WHERE has_enrollment)` over `master_section`.	42	Course sections reporting their own enrollment value.	Never NULL for a retained group.
master_course	view	36	has_enrollment_sibling_sections	bigint	master_section	`COUNT(*) FILTER (WHERE has_enrollment_sibling)` over `master_section`.	42	Course sections with sibling enrollment evidence.	Never NULL for a retained group.
master_course	view	37	has_enrollment_own_seats_sections	bigint	master_section	`COUNT(*) FILTER (WHERE has_enrollment_own_seats)` over `master_section`.	42	Course sections reporting usable occupied-seat values.	Never NULL for a retained group.
master_course	view	38	has_enrollment_sibling_seats_sections	bigint	master_section	`COUNT(*) FILTER (WHERE has_enrollment_sibling_seats)` over `master_section`.	42	Course sections with sibling occupied-seat evidence.	Never NULL for a retained group.
master_course	view	39	all_publishers	varchar[][]	master_section	`LIST(publishers) FILTER (WHERE publishers IS NOT NULL)` over `master_section`.	[['alpha', 'beta'], ['gamma']]	Publisher lists collected across aggregated course sections.	No contributing nonmissing values.
master_course	view	40	unique_required_publishers	hugeint	master_section	`SUM(required_publisher_count); sum of per-section distinct counts, not course-wide distinct publishers` over `master_section`.	42	Sum of section-level distinct required-publisher counts.	Never NULL for a retained group.
master_course	view	41	required_price_min	decimal(38,2)	master_section	`MIN(master_section.required_price_min)` across course sections.	12.34	Lowest section-level required all-offer price bound.	No contributing section has a non-NULL required all-offer min bound.
master_course	view	42	required_price_avg	double	master_section	`(MIN(master_section.required_price_min) + MAX(master_section.required_price_max)) / 2.0`; never AVG of section midranges.	12.34	Midrange of course required-price bounds, not mean.	Either course-level bound is NULL.
master_course	view	43	required_price_max	decimal(38,2)	master_section	`MAX(master_section.required_price_max)` across course sections.	12.34	Highest section-level required all-offer price bound.	No contributing section has a non-NULL required all-offer max bound.
master_course	view	44	required_price_buy_min	decimal(38,2)	master_section	`MIN(master_section.required_price_buy_min)` across course sections.	12.34	Lowest section-level required buy-only price bound.	No contributing section has a non-NULL required buy-only min bound.
master_course	view	45	required_price_buy_max	decimal(38,2)	master_section	`MAX(master_section.required_price_buy_max)` across course sections.	12.34	Highest section-level required buy-only price bound.	No contributing section has a non-NULL required buy-only max bound.
master_course	view	46	all_price_min	decimal(38,2)	master_section	`MIN(master_section.all_price_min)` across course sections.	12.34	Lowest section-level all-item all-offer price bound.	No contributing section has a non-NULL all all-offer min bound.
master_course	view	47	all_price_avg	double	master_section	`(MIN(master_section.all_price_min) + MAX(master_section.all_price_max)) / 2.0`; never AVG of section midranges.	12.34	Midrange of course all-item price bounds, not mean.	Either course-level bound is NULL.
master_course	view	48	all_price_max	decimal(38,2)	master_section	`MAX(master_section.all_price_max)` across course sections.	12.34	Highest section-level all-item all-offer price bound.	No contributing section has a non-NULL all all-offer max bound.
master_course	view	49	all_price_buy_min	decimal(38,2)	master_section	`MIN(master_section.all_price_buy_min)` across course sections.	12.34	Lowest section-level all-item buy-only price bound.	No contributing section has a non-NULL all buy-only min bound.
master_course	view	50	all_price_buy_max	decimal(38,2)	master_section	`MAX(master_section.all_price_buy_max)` across course sections.	12.34	Highest section-level all-item buy-only price bound.	No contributing section has a non-NULL all buy-only max bound.
