relation	kind	ordinal	column	type	upstream table	derivation	sample values	description	null meaning
course_material_use	view	50	institution_type	varchar	course_material_recent	Inherited `course_material_recent.institution_type` via `SELECT *`.	unknown	Derived institution type used for reporting groups.	The selected representative row has no value; another grouped row may have one.
course_material_use	view	51	is_required_inferred	boolean	course_material_recent	Inherited `course_material_recent.is_required_inferred` via `SELECT *`.	TRUE	Whether the material is treated as required after fallback.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
course_material_use	view	52	is_recent	boolean	course_material_recent	Inherited `course_material_recent.is_recent` via `SELECT *`.	TRUE	Whether the term belongs to the newest catalog window.	Never NULL; inherited from the recent-period view.
course_material_use	view	53	has_isbn	boolean	course_material_recent	Inherited `course_material_recent.has_isbn` via `SELECT *`.	TRUE	Whether the material has a non-NULL ISBN.	Never NULL; every retained source Use row requires an ISBN.
course_material_use	view	54	has_formattype	boolean	course_material_recent	Inherited `course_material_recent.has_formattype` via `SELECT *`.	TRUE	Whether the material has a nonblank FormatType classification.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
course_material_use	view	55	has_enrollment	boolean	course_material_recent	Inherited `course_material_recent.has_enrollment` via `SELECT *`.	TRUE	Whether usable enrollment information is available.	Never NULL; false means neither section-canonical nor source-row evidence qualifies.
course_material_use	view	56	has_enrollment_own_seats	boolean	course_material_recent	Inherited `course_material_recent.has_enrollment_own_seats` via `SELECT *`.	TRUE	Whether the section reports usable occupied seats.	Never NULL; false means neither section-canonical nor source-row evidence qualifies.
course_material_use	view	57	no_details	boolean	course_material_recent	Inherited `course_material_recent.no_details` via `SELECT *`.	TRUE	Whether the title carries the no-details placeholder.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
course_material_use	view	58	no_materials	boolean	course_material_recent	Inherited `course_material_recent.no_materials` via `SELECT *`.	TRUE	Whether the row explicitly indicates no course materials.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
course_material_use	view	59	is_canada	boolean	course_material_recent	Inherited `course_material_recent.is_canada` via `SELECT *`.	TRUE	Whether the source row belongs to Canada.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
course_material_use	view	60	is_course_material_use	boolean	course_material_recent	Inherited `course_material_recent.is_course_material_use` via `SELECT *`.	TRUE	Whether the material belongs to the analysis population.	Never NULL; required by the view filter.
course_material_use	view	61	is_course_material_no_use	boolean	course_material_recent	Inherited `course_material_recent.is_course_material_no_use` via `SELECT *`.	FALSE	Whether the material belongs to the excluded population.	Never NULL; NoUse is recomputed as recent AND NOT grouped Use evidence.
course_material_use	view	62	has_enrollment_sibling	boolean	course_material_recent	Inherited `course_material_recent.has_enrollment_sibling` via `SELECT *`.	TRUE	Whether a sibling section reports enrollment.	Never NULL in the recent-period view; false means no qualifying section evidence.
course_material_use	view	63	has_enrollment_sibling_seats	boolean	course_material_recent	Inherited `course_material_recent.has_enrollment_sibling_seats` via `SELECT *`.	TRUE	Whether a sibling section reports usable occupied seats.	Never NULL in the recent-period view; false means no qualifying section evidence.
course_material_use	view	64	enrollment_assigned	integer	course_material_recent	Inherited `course_material_recent.enrollment_assigned` via `SELECT *`.	42	Best available section enrollment from the assignment ladder.	NULL outside the recent window or when no assignment rung succeeds.
course_material_use	view	65	enrollment_source	varchar	course_material_recent	Inherited `course_material_recent.enrollment_source` via `SELECT *`.	own	Assignment-ladder rung that supplied the section enrollment.	Never NULL in the recent-period view; `none` means no assignment rung produced a value.
course_material_use	view	66	is_required_direct	boolean	course_material_recent	Inherited `course_material_recent.is_required_direct` via `SELECT *`.	TRUE	Whether direct required evidence is present at the relation grain.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
course_material_use	view	67	is_optional_or_recommended_direct	boolean	course_material_recent	Inherited `course_material_recent.is_optional_or_recommended_direct` via `SELECT *`.	TRUE	Whether grouped rows include optional or recommended direct-status evidence.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
course_material_use	view	68	source_row_count	bigint	course_material_recent	Inherited `course_material_recent.source_row_count` via `SELECT *`.	42	Catalog rows collapsed into the canonical material item.	Never NULL or zero for a retained group.
course_material_use	view	69	title_variant_count	bigint	course_material_recent	Inherited `course_material_recent.title_variant_count` via `SELECT *`.	42	Distinct title variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
course_material_use	view	70	author_variant_count	bigint	course_material_recent	Inherited `course_material_recent.author_variant_count` via `SELECT *`.	42	Distinct author variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
course_material_use	view	71	publisher_variant_count	bigint	course_material_recent	Inherited `course_material_recent.publisher_variant_count` via `SELECT *`.	42	Distinct publisher variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
course_material_use	view	72	imprint_variant_count	bigint	course_material_recent	Inherited `course_material_recent.imprint_variant_count` via `SELECT *`.	42	Distinct imprint variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
course_material_use	view	73	book_format_variant_count	bigint	course_material_recent	Inherited `course_material_recent.book_format_variant_count` via `SELECT *`.	42	Distinct book format variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
course_material_use	view	74	format_type_variant_count	bigint	course_material_recent	Inherited `course_material_recent.format_type_variant_count` via `SELECT *`.	42	Distinct FormatType variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
course_material_use	view	75	book_status_variant_count	bigint	course_material_recent	Inherited `course_material_recent.book_status_variant_count` via `SELECT *`.	42	Distinct book status variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
course_material_use	view	76	catalog_metadata_conflict	boolean	course_material_recent	Inherited `course_material_recent.catalog_metadata_conflict` via `SELECT *`.	TRUE	Flags conflicting bibliographic values among grouped catalog rows.	Never NULL; false means the named conflict was not detected.
course_material_use	view	77	is_required_inferred_conflict	boolean	course_material_recent	Inherited `course_material_recent.is_required_inferred_conflict` via `SELECT *`.	TRUE	Whether grouped rows disagree on inferred-required status.	Never NULL; false means no detected within-group conflict.
course_material_use	view	78	is_oer_conflict	boolean	course_material_recent	Inherited `course_material_recent.is_oer_conflict` via `SELECT *`.	TRUE	Whether grouped rows disagree on open-resource classification.	Never NULL; false means no detected within-group conflict.
course_material_use	view	79	is_ia_conflict	boolean	course_material_recent	Inherited `course_material_recent.is_ia_conflict` via `SELECT *`.	TRUE	Whether grouped rows disagree on inclusive-access classification.	Never NULL; false means no detected within-group conflict.
course_material_use	view	80	use_source_row_count	bigint	course_material_recent	Inherited `course_material_recent.use_source_row_count` via `SELECT *`.	42	Included catalog rows collapsed into the canonical item.	Never NULL; zero is possible for the filtered count.
course_material_use	view	81	no_use_source_row_count	bigint	course_material_recent	Inherited `course_material_recent.no_use_source_row_count` via `SELECT *`.	42	Excluded catalog rows collapsed into the canonical item.	Never NULL; zero is possible for the filtered count.
course_material_use	view	82	has_use_source_row	boolean	course_material_recent	Inherited `course_material_recent.has_use_source_row` via `SELECT *`.	TRUE	Whether grouped rows include retained-population evidence.	Never NULL; the view retains groups with source Use evidence.
course_material_use	view	83	has_no_use_source_row	boolean	course_material_recent	Inherited `course_material_recent.has_no_use_source_row` via `SELECT *`.	TRUE	Whether grouped rows include excluded-population evidence.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
course_material_use	view	84	population_classification_conflict	boolean	course_material_recent	Inherited `course_material_recent.population_classification_conflict` via `SELECT *`.	TRUE	Flags simultaneous Use and NoUse evidence within groups.	Never NULL; false means the named conflict was not detected.
course_material_use	view	85	instructor_variant_count	bigint	course_material_recent	Inherited `course_material_recent.instructor_variant_count` via `SELECT *`.	42	Distinct instructor variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
course_material_use	view	86	email_variant_count	bigint	course_material_recent	Inherited `course_material_recent.email_variant_count` via `SELECT *`.	42	Distinct email variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
course_material_use	view	87	contact_metadata_conflict	boolean	course_material_recent	Inherited `course_material_recent.contact_metadata_conflict` via `SELECT *`.	TRUE	Flags conflicting instructor or email values within groups.	Never NULL; false means the named conflict was not detected.
course_material_use	view	88	is_supply_conflict	boolean	course_material_recent	Inherited `course_material_recent.is_supply_conflict` via `SELECT *`.	TRUE	Whether grouped rows disagree on supply classification.	Never NULL; false means no detected within-group conflict.
course_material_use	view	89	no_details_conflict	boolean	course_material_recent	Inherited `course_material_recent.no_details_conflict` via `SELECT *`.	TRUE	Flags disagreement about the no-details placeholder within groups.	Never NULL; false means no detected within-group conflict.
course_material_use	view	90	no_materials_conflict	boolean	course_material_recent	Inherited `course_material_recent.no_materials_conflict` via `SELECT *`.	TRUE	Flags disagreement about no-materials evidence within groups.	Never NULL; false means no detected within-group conflict.
course_material_use	view	91	is_canada_conflict	boolean	course_material_recent	Inherited `course_material_recent.is_canada_conflict` via `SELECT *`.	TRUE	Whether grouped rows disagree on Canadian classification.	Never NULL; false means no detected within-group conflict.
course_material_use	view	92	is_null_isbn_audit	boolean	course_material_recent	Inherited `course_material_recent.is_null_isbn_audit` via `SELECT *`.	TRUE	Whether the row audits a NULL-ISBN source group.	Never NULL; false means the named evidence is absent.
course_material_use	view	93	has_nonnull_isbn_in_section	boolean	course_material_recent	Inherited `course_material_recent.has_nonnull_isbn_in_section` via `SELECT *`.	TRUE	Whether the section contains another non-NULL ISBN.	Never NULL; false means the named evidence is absent.
course_material_use	view	94	is_no_adoption_section	boolean	course_material_recent	Inherited `course_material_recent.is_no_adoption_section` via `SELECT *`.	TRUE	Whether the section has no non-NULL adopted ISBN.	Never NULL; false means the named evidence is absent.
course_material_use	view	95	is_section_required_direct	boolean	course_material_recent	Inherited `course_material_recent.is_section_required_direct` via `SELECT *`.	TRUE	Whether the source section has direct required evidence.	Never NULL in the recent-period view; false means no qualifying section evidence.
course_material_use	view	96	section_course_material_no_use_count	bigint	course_material_recent	Inherited `course_material_recent.section_course_material_no_use_count` via `SELECT *`.	42	Excluded canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
course_material_use	view	97	section_no_details_count	bigint	course_material_recent	Inherited `course_material_recent.section_no_details_count` via `SELECT *`.	42	No-details canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
course_material_use	view	98	section_no_materials_count	bigint	course_material_recent	Inherited `course_material_recent.section_no_materials_count` via `SELECT *`.	42	No-materials canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
course_material_use	view	99	is_section_canada	boolean	course_material_recent	Inherited `course_material_recent.is_section_canada` via `SELECT *`.	TRUE	Whether any canonical item marks the source section Canadian.	Never NULL; false or zero means the named section evidence is absent.
course_material_use	view	100	is_section_supply	boolean	course_material_recent	Inherited `course_material_recent.is_section_supply` via `SELECT *`.	TRUE	Whether any canonical item marks the source section supply.	Never NULL; false or zero means the named section evidence is absent.
course_material_use	view	101	section_supply_count	bigint	course_material_recent	Inherited `course_material_recent.section_supply_count` via `SELECT *`.	42	Supply canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
