relation	kind	ordinal	column	type	upstream table	derivation	sample values	description	null meaning
master_section	table	52	enrollment_assigned	integer	master_material	First available own enrollment, own seats, sibling medians, control×level median, level median	42	Best available section enrollment from the assignment ladder.	No rung; source is `none`
master_section	table	53	enrollment_source	varchar	master_material	Section-canonical label inherited through `master_material`	own	Assignment-ladder rung that supplied the section enrollment.	Never NULL; values `own`, `own_seats`, `sibling_enroll`, `sibling_seats`, `class_median`, `level_median`, `none`
master_section	table	54	is_required_direct	boolean	master_material	`BOOL_OR(is_section_required_direct)` over retained items	TRUE	Whether direct required evidence is present at the relation grain.	False means no nonsupply literal-required item in the section
master_section	table	55	required_price_min	decimal(38,2)	master_material	`SUM(master_material.price_min) FILTER (WHERE is_required_inferred)`	12.34	Lower all-offer price bound for required materials.	No required item, or every required item price is NULL
master_section	table	56	required_price_avg	double	master_material	`(required_price_min + required_price_max) / 2.0`	12.34	Legacy-named midrange of required price bounds.	Either bound is NULL
master_section	table	57	required_price_max	decimal(38,2)	master_material	`SUM(master_material.price_max) FILTER (WHERE is_required_inferred)`	12.34	Upper all-offer price bound for required materials.	No required item, or every required item price is NULL
master_section	table	58	required_price_buy_min	decimal(38,2)	master_material	`SUM(master_material.price_buy_min) FILTER (WHERE is_required_inferred)`	12.34	Lower buy-only price bound for required materials.	No required item, or every required buy price is NULL
master_section	table	59	required_price_buy_max	decimal(38,2)	master_material	`SUM(master_material.price_buy_max) FILTER (WHERE is_required_inferred)`	12.34	Upper buy-only price bound for required materials.	No required item, or every required buy price is NULL
master_section	table	60	all_price_min	decimal(38,2)	master_material	`SUM(master_material.price_min)`	12.34	Lower all-offer price bound for all-item materials.	Every item price is NULL
master_section	table	61	all_price_avg	double	master_material	`(all_price_min + all_price_max) / 2.0`	12.34	Legacy-named midrange of all-item price bounds.	Either bound is NULL
master_section	table	62	all_price_max	decimal(38,2)	master_material	`SUM(master_material.price_max)`	12.34	Upper all-offer price bound for all-item materials.	Every item price is NULL
master_section	table	63	all_price_buy_min	decimal(38,2)	master_material	`SUM(master_material.price_buy_min)`	12.34	Lower buy-only price bound for all-item materials.	Every item buy price is NULL
master_section	table	64	all_price_buy_max	decimal(38,2)	master_material	`SUM(master_material.price_buy_max)`	12.34	Upper buy-only price bound for all-item materials.	Every item buy price is NULL
master_section	table	65	required_priced_count	bigint	master_material	Required Items with non-NULL `price_min`	42	Required materials having at least one valid price.	Zero means none
master_section	table	66	optional_priced_count	bigint	master_material	Optional Items with non-NULL `price_min`	42	Optional materials having at least one valid price.	Zero means none
master_section	table	67	bookstore_url	varchar	master_material	Deterministic modal nonblank `master_material.bookstore_url`: count DESC, URL ASC	https://bookstore.example.edu/item/123	Bookstore URL selected across canonical section items.	No nonblank item URL
