relation	kind	ordinal	column	type	upstream table	derivation	sample values	description	null meaning
sample_material_10pct	table	43	institution_name	varchar	master_material	`master_material.institution_name` retained after the deterministic section-hash filter.	Example University	Canonical institution name supplied by IPEDS.	The selected representative row has no value; another grouped row may have one.
sample_material_10pct	table	44	sector	varchar	master_material	`master_material.sector` retained after the deterministic section-hash filter.	unknown	IPEDS sector classification for the institution.	Neither the section-canonical value nor representative source row has a value.
sample_material_10pct	table	45	level	varchar	master_material	`master_material.level` retained after the deterministic section-hash filter.	unknown	IPEDS award-level classification for the institution.	Neither the section-canonical value nor representative source row has a value.
sample_material_10pct	table	46	control	varchar	master_material	`master_material.control` retained after the deterministic section-hash filter.	unknown	Institution ownership and governance classification used for reporting.	Neither the section-canonical value nor representative source row has a value.
sample_material_10pct	table	47	size	varchar	master_material	`master_material.size` retained after the deterministic section-hash filter.	unknown	IPEDS institutional enrollment-size classification used for reporting.	The selected representative row has no value; another grouped row may have one.
sample_material_10pct	table	48	enrollment_2024	integer	master_material	`master_material.enrollment_2024` retained after the deterministic section-hash filter.	42	Total institutional enrollment reported to IPEDS for 2024.	The selected representative row has no value; another grouped row may have one.
sample_material_10pct	table	49	distance_enrollment_2024	integer	master_material	`master_material.distance_enrollment_2024` retained after the deterministic section-hash filter.	42	IPEDS 2024 students enrolled in distance education.	The selected representative row has no value; another grouped row may have one.
sample_material_10pct	table	50	institution_type	varchar	master_material	`master_material.institution_type` retained after the deterministic section-hash filter.	unknown	Derived institution type used for reporting groups.	The selected representative row has no value; another grouped row may have one.
sample_material_10pct	table	51	is_required_inferred	boolean	master_material	`master_material.is_required_inferred` retained after the deterministic section-hash filter.	TRUE	Whether the material is treated as required after fallback.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
sample_material_10pct	table	52	is_recent	boolean	master_material	`master_material.is_recent` retained after the deterministic section-hash filter.	TRUE	Whether the term belongs to the newest catalog window.	Never NULL; inherited from the recent-period view.
sample_material_10pct	table	53	has_isbn	boolean	master_material	`master_material.has_isbn` retained after the deterministic section-hash filter.	TRUE	Whether the material has a non-NULL ISBN.	Never NULL; every retained source Use row requires an ISBN.
sample_material_10pct	table	54	has_formattype	boolean	master_material	`master_material.has_formattype` retained after the deterministic section-hash filter.	TRUE	Whether the material has a nonblank FormatType classification.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
sample_material_10pct	table	55	has_enrollment	boolean	master_material	`master_material.has_enrollment` retained after the deterministic section-hash filter.	TRUE	Whether usable enrollment information is available.	Never NULL; false means neither section-canonical nor source-row evidence qualifies.
sample_material_10pct	table	56	has_enrollment_own_seats	boolean	master_material	`master_material.has_enrollment_own_seats` retained after the deterministic section-hash filter.	TRUE	Whether the section reports usable occupied seats.	Never NULL; false means neither section-canonical nor source-row evidence qualifies.
sample_material_10pct	table	57	no_details	boolean	master_material	`master_material.no_details` retained after the deterministic section-hash filter.	TRUE	Whether the title carries the no-details placeholder.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
sample_material_10pct	table	58	no_materials	boolean	master_material	`master_material.no_materials` retained after the deterministic section-hash filter.	TRUE	Whether the row explicitly indicates no course materials.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
sample_material_10pct	table	59	is_canada	boolean	master_material	`master_material.is_canada` retained after the deterministic section-hash filter.	TRUE	Whether the source row belongs to Canada.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
sample_material_10pct	table	60	is_course_material_use	boolean	master_material	`master_material.is_course_material_use` retained after the deterministic section-hash filter.	TRUE	Whether the material belongs to the analysis population.	Never NULL; required by the view filter.
sample_material_10pct	table	61	is_course_material_no_use	boolean	master_material	`master_material.is_course_material_no_use` retained after the deterministic section-hash filter.	FALSE	Whether the material belongs to the excluded population.	Never NULL; NoUse is recomputed as recent AND NOT grouped Use evidence.
sample_material_10pct	table	62	has_enrollment_sibling	boolean	master_material	`master_material.has_enrollment_sibling` retained after the deterministic section-hash filter.	TRUE	Whether a sibling section reports enrollment.	Never NULL in the recent-period view; false means no qualifying section evidence.
sample_material_10pct	table	63	has_enrollment_sibling_seats	boolean	master_material	`master_material.has_enrollment_sibling_seats` retained after the deterministic section-hash filter.	TRUE	Whether a sibling section reports usable occupied seats.	Never NULL in the recent-period view; false means no qualifying section evidence.
sample_material_10pct	table	64	enrollment_assigned	integer	master_material	`master_material.enrollment_assigned` retained after the deterministic section-hash filter.	42	Best available section enrollment from the assignment ladder.	NULL outside the recent window or when no assignment rung succeeds.
sample_material_10pct	table	65	enrollment_source	varchar	master_material	`master_material.enrollment_source` retained after the deterministic section-hash filter.	own	Assignment-ladder rung that supplied the section enrollment.	Never NULL in the recent-period view; `none` means no assignment rung produced a value.
sample_material_10pct	table	66	is_required_direct	boolean	master_material	`master_material.is_required_direct` retained after the deterministic section-hash filter.	TRUE	Whether direct required evidence is present at the relation grain.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
sample_material_10pct	table	67	is_optional_or_recommended_direct	boolean	master_material	`master_material.is_optional_or_recommended_direct` retained after the deterministic section-hash filter.	TRUE	Whether grouped rows include optional or recommended direct-status evidence.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
sample_material_10pct	table	68	source_row_count	bigint	master_material	`master_material.source_row_count` retained after the deterministic section-hash filter.	42	Catalog rows collapsed into the canonical material item.	Never NULL or zero for a retained group.
sample_material_10pct	table	69	title_variant_count	bigint	master_material	`master_material.title_variant_count` retained after the deterministic section-hash filter.	42	Distinct title variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
sample_material_10pct	table	70	author_variant_count	bigint	master_material	`master_material.author_variant_count` retained after the deterministic section-hash filter.	42	Distinct author variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
sample_material_10pct	table	71	publisher_variant_count	bigint	master_material	`master_material.publisher_variant_count` retained after the deterministic section-hash filter.	42	Distinct publisher variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
sample_material_10pct	table	72	imprint_variant_count	bigint	master_material	`master_material.imprint_variant_count` retained after the deterministic section-hash filter.	42	Distinct imprint variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
sample_material_10pct	table	73	book_format_variant_count	bigint	master_material	`master_material.book_format_variant_count` retained after the deterministic section-hash filter.	42	Distinct book format variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
sample_material_10pct	table	74	format_type_variant_count	bigint	master_material	`master_material.format_type_variant_count` retained after the deterministic section-hash filter.	42	Distinct FormatType variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
sample_material_10pct	table	75	book_status_variant_count	bigint	master_material	`master_material.book_status_variant_count` retained after the deterministic section-hash filter.	42	Distinct book status variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
sample_material_10pct	table	76	catalog_metadata_conflict	boolean	master_material	`master_material.catalog_metadata_conflict` retained after the deterministic section-hash filter.	TRUE	Flags conflicting bibliographic values among grouped catalog rows.	Never NULL; false means the named conflict was not detected.
sample_material_10pct	table	77	is_required_inferred_conflict	boolean	master_material	`master_material.is_required_inferred_conflict` retained after the deterministic section-hash filter.	TRUE	Whether grouped rows disagree on inferred-required status.	Never NULL; false means no detected within-group conflict.
sample_material_10pct	table	78	is_oer_conflict	boolean	master_material	`master_material.is_oer_conflict` retained after the deterministic section-hash filter.	TRUE	Whether grouped rows disagree on open-resource classification.	Never NULL; false means no detected within-group conflict.
sample_material_10pct	table	79	is_ia_conflict	boolean	master_material	`master_material.is_ia_conflict` retained after the deterministic section-hash filter.	TRUE	Whether grouped rows disagree on inclusive-access classification.	Never NULL; false means no detected within-group conflict.
sample_material_10pct	table	80	bookstore_url	varchar	master_material	`master_material.bookstore_url` retained after the deterministic section-hash filter.	https://bookstore.example.edu/item/123	Bookstore page providing the observed material prices.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	81	price_buy_new_physical	decimal(10,2)	master_material	`master_material.price_buy_new_physical` retained after the deterministic section-hash filter.	12.34	Price for new physical purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	82	price_buy_new_digital	decimal(10,2)	master_material	`master_material.price_buy_new_digital` retained after the deterministic section-hash filter.	12.34	Price for new digital purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	83	price_buy_new_na	decimal(10,2)	master_material	`master_material.price_buy_new_na` retained after the deterministic section-hash filter.	12.34	Price for new unspecified-format purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	84	price_buy_used_physical	decimal(10,2)	master_material	`master_material.price_buy_used_physical` retained after the deterministic section-hash filter.	12.34	Price for used physical purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	85	price_buy_used_digital	decimal(10,2)	master_material	`master_material.price_buy_used_digital` retained after the deterministic section-hash filter.	12.34	Price for used digital purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	86	price_buy_used_na	decimal(10,2)	master_material	`master_material.price_buy_used_na` retained after the deterministic section-hash filter.	12.34	Price for used unspecified-format purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	87	price_buy_na_physical	decimal(10,2)	master_material	`master_material.price_buy_na_physical` retained after the deterministic section-hash filter.	12.34	Price for unspecified-condition physical purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	88	price_buy_na_digital	decimal(10,2)	master_material	`master_material.price_buy_na_digital` retained after the deterministic section-hash filter.	12.34	Price for unspecified-condition digital purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	89	price_buy_na_na	decimal(10,2)	master_material	`master_material.price_buy_na_na` retained after the deterministic section-hash filter.	12.34	Price for unspecified-condition unspecified-format purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	90	price_rental_new_physical	decimal(10,2)	master_material	`master_material.price_rental_new_physical` retained after the deterministic section-hash filter.	12.34	Price for new physical rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	91	price_rental_new_digital	decimal(10,2)	master_material	`master_material.price_rental_new_digital` retained after the deterministic section-hash filter.	12.34	Price for new digital rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	92	price_rental_new_na	decimal(10,2)	master_material	`master_material.price_rental_new_na` retained after the deterministic section-hash filter.	12.34	Price for new unspecified-format rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	93	price_rental_used_physical	decimal(10,2)	master_material	`master_material.price_rental_used_physical` retained after the deterministic section-hash filter.	12.34	Price for used physical rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	94	price_rental_used_digital	decimal(10,2)	master_material	`master_material.price_rental_used_digital` retained after the deterministic section-hash filter.	12.34	Price for used digital rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	95	price_rental_used_na	decimal(10,2)	master_material	`master_material.price_rental_used_na` retained after the deterministic section-hash filter.	12.34	Price for used unspecified-format rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	96	price_rental_na_physical	decimal(10,2)	master_material	`master_material.price_rental_na_physical` retained after the deterministic section-hash filter.	12.34	Price for unspecified-condition physical rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	97	price_rental_na_digital	decimal(10,2)	master_material	`master_material.price_rental_na_digital` retained after the deterministic section-hash filter.	12.34	Price for unspecified-condition digital rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	98	price_rental_na_na	decimal(10,2)	master_material	`master_material.price_rental_na_na` retained after the deterministic section-hash filter.	12.34	Price for unspecified-condition unspecified-format rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	99	format_count	bigint	master_material	`master_material.format_count` retained after the deterministic section-hash filter.	42	Distinct option-condition-format combinations offered for the material.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	100	has_buy	boolean	master_material	`master_material.has_buy` retained after the deterministic section-hash filter.	TRUE	Whether any purchase offer exists for the material.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	101	has_rent	boolean	master_material	`master_material.has_rent` retained after the deterministic section-hash filter.	TRUE	Whether any rental offer exists for the material.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	102	price_min	decimal(10,2)	master_material	`master_material.price_min` retained after the deterministic section-hash filter.	12.34	Lowest valid price across available material offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	103	price_max	decimal(10,2)	master_material	`master_material.price_max` retained after the deterministic section-hash filter.	12.34	Highest valid price across available material offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	104	price_avg	double	master_material	`master_material.price_avg` retained after the deterministic section-hash filter.	12.34	Legacy midpoint between minimum and maximum material prices.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	105	rental_days_min	integer	master_material	`master_material.rental_days_min` retained after the deterministic section-hash filter.	42	Shortest available rental term measured in days.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	106	rental_days_max	integer	master_material	`master_material.rental_days_max` retained after the deterministic section-hash filter.	42	Longest available rental term measured in days.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	107	price_buy_min	decimal(10,2)	master_material	`master_material.price_buy_min` retained after the deterministic section-hash filter.	12.34	Lowest valid purchase price across available material offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	108	price_buy_max	decimal(10,2)	master_material	`master_material.price_buy_max` retained after the deterministic section-hash filter.	12.34	Highest valid purchase price across available material offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
sample_material_10pct	table	109	has_pricing_match	boolean	master_material	`master_material.has_pricing_match` retained after the deterministic section-hash filter.	TRUE	Whether an exact section-and-ISBN pricing match exists.	Never NULL; false distinguishes no pricing match.
sample_material_10pct	table	110	is_section_required_direct	boolean	master_material	`master_material.is_section_required_direct` retained after the deterministic section-hash filter.	TRUE	Whether the source section has direct required evidence.	Never NULL in the recent-period view; false means no qualifying section evidence.
sample_material_10pct	table	111	use_source_row_count	bigint	master_material	`master_material.use_source_row_count` retained after the deterministic section-hash filter.	42	Included catalog rows collapsed into the canonical item.	Never NULL; zero is possible for the filtered count.
sample_material_10pct	table	112	no_use_source_row_count	bigint	master_material	`master_material.no_use_source_row_count` retained after the deterministic section-hash filter.	42	Excluded catalog rows collapsed into the canonical item.	Never NULL; zero is possible for the filtered count.
sample_material_10pct	table	113	has_use_source_row	boolean	master_material	`master_material.has_use_source_row` retained after the deterministic section-hash filter.	TRUE	Whether grouped rows include retained-population evidence.	Never NULL; the view retains groups with source Use evidence.
sample_material_10pct	table	114	has_no_use_source_row	boolean	master_material	`master_material.has_no_use_source_row` retained after the deterministic section-hash filter.	TRUE	Whether grouped rows include excluded-population evidence.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
sample_material_10pct	table	115	population_classification_conflict	boolean	master_material	`master_material.population_classification_conflict` retained after the deterministic section-hash filter.	TRUE	Flags simultaneous Use and NoUse evidence within groups.	Never NULL; false means the named conflict was not detected.
sample_material_10pct	table	116	instructor_variant_count	bigint	master_material	`master_material.instructor_variant_count` retained after the deterministic section-hash filter.	42	Distinct instructor variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
sample_material_10pct	table	117	email_variant_count	bigint	master_material	`master_material.email_variant_count` retained after the deterministic section-hash filter.	42	Distinct email variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
sample_material_10pct	table	118	contact_metadata_conflict	boolean	master_material	`master_material.contact_metadata_conflict` retained after the deterministic section-hash filter.	TRUE	Flags conflicting instructor or email values within groups.	Never NULL; false means the named conflict was not detected.
sample_material_10pct	table	119	is_supply_conflict	boolean	master_material	`master_material.is_supply_conflict` retained after the deterministic section-hash filter.	TRUE	Whether grouped rows disagree on supply classification.	Never NULL; false means no detected within-group conflict.
sample_material_10pct	table	120	no_details_conflict	boolean	master_material	`master_material.no_details_conflict` retained after the deterministic section-hash filter.	TRUE	Flags disagreement about the no-details placeholder within groups.	Never NULL; false means no detected within-group conflict.
sample_material_10pct	table	121	no_materials_conflict	boolean	master_material	`master_material.no_materials_conflict` retained after the deterministic section-hash filter.	TRUE	Flags disagreement about no-materials evidence within groups.	Never NULL; false means no detected within-group conflict.
sample_material_10pct	table	122	is_canada_conflict	boolean	master_material	`master_material.is_canada_conflict` retained after the deterministic section-hash filter.	TRUE	Whether grouped rows disagree on Canadian classification.	Never NULL; false means no detected within-group conflict.
sample_material_10pct	table	123	is_null_isbn_audit	boolean	master_material	`master_material.is_null_isbn_audit` retained after the deterministic section-hash filter.	TRUE	Whether the row audits a NULL-ISBN source group.	Never NULL; false means the named evidence is absent.
sample_material_10pct	table	124	has_nonnull_isbn_in_section	boolean	master_material	`master_material.has_nonnull_isbn_in_section` retained after the deterministic section-hash filter.	TRUE	Whether the section contains another non-NULL ISBN.	Never NULL; false means the named evidence is absent.
sample_material_10pct	table	125	is_no_adoption_section	boolean	master_material	`master_material.is_no_adoption_section` retained after the deterministic section-hash filter.	TRUE	Whether the section has no non-NULL adopted ISBN.	Never NULL; false means the named evidence is absent.
sample_material_10pct	table	126	section_course_material_no_use_count	bigint	master_material	`master_material.section_course_material_no_use_count` retained after the deterministic section-hash filter.	42	Excluded canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
sample_material_10pct	table	127	section_no_details_count	bigint	master_material	`master_material.section_no_details_count` retained after the deterministic section-hash filter.	42	No-details canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
sample_material_10pct	table	128	section_no_materials_count	bigint	master_material	`master_material.section_no_materials_count` retained after the deterministic section-hash filter.	42	No-materials canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
sample_material_10pct	table	129	is_section_canada	boolean	master_material	`master_material.is_section_canada` retained after the deterministic section-hash filter.	TRUE	Whether any canonical item marks the source section Canadian.	Never NULL; false or zero means the named section evidence is absent.
sample_material_10pct	table	130	is_section_supply	boolean	master_material	`master_material.is_section_supply` retained after the deterministic section-hash filter.	TRUE	Whether any canonical item marks the source section supply.	Never NULL; false or zero means the named section evidence is absent.
sample_material_10pct	table	131	section_supply_count	bigint	master_material	`master_material.section_supply_count` retained after the deterministic section-hash filter.	42	Supply canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
