relation	kind	ordinal	column	type	upstream table	derivation	sample values	description	null meaning
master_material	table	43	institution_name	varchar	course_material_use	`course_material_use.institution_name` passthrough.	Example University	Canonical institution name supplied by IPEDS.	The selected representative row has no value; another grouped row may have one.
master_material	table	44	sector	varchar	course_material_use	`course_material_use.sector` passthrough.	unknown	IPEDS sector classification for the institution.	Neither the section-canonical value nor representative source row has a value.
master_material	table	45	level	varchar	course_material_use	`course_material_use.level` passthrough.	unknown	IPEDS award-level classification for the institution.	Neither the section-canonical value nor representative source row has a value.
master_material	table	46	control	varchar	course_material_use	`course_material_use.control` passthrough.	unknown	Institution ownership and governance classification used for reporting.	Neither the section-canonical value nor representative source row has a value.
master_material	table	47	size	varchar	course_material_use	`course_material_use.size` passthrough.	unknown	IPEDS institutional enrollment-size classification used for reporting.	The selected representative row has no value; another grouped row may have one.
master_material	table	48	enrollment_2024	integer	course_material_use	`course_material_use.enrollment_2024` passthrough.	42	Total institutional enrollment reported to IPEDS for 2024.	The selected representative row has no value; another grouped row may have one.
master_material	table	49	distance_enrollment_2024	integer	course_material_use	`course_material_use.distance_enrollment_2024` passthrough.	42	IPEDS 2024 students enrolled in distance education.	The selected representative row has no value; another grouped row may have one.
master_material	table	50	institution_type	varchar	course_material_use	`course_material_use.institution_type` passthrough.	unknown	Derived institution type used for reporting groups.	The selected representative row has no value; another grouped row may have one.
master_material	table	51	is_required_inferred	boolean	course_material_use	`course_material_use.is_required_inferred` passthrough.	TRUE	Whether the material is treated as required after fallback.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
master_material	table	52	is_recent	boolean	course_material_use	`course_material_use.is_recent` passthrough.	TRUE	Whether the term belongs to the newest catalog window.	Never NULL; inherited from the recent-period view.
master_material	table	53	has_isbn	boolean	course_material_use	`course_material_use.has_isbn` passthrough.	TRUE	Whether the material has a non-NULL ISBN.	Never NULL; every retained source Use row requires an ISBN.
master_material	table	54	has_formattype	boolean	course_material_use	`course_material_use.has_formattype` passthrough.	TRUE	Whether the material has a nonblank FormatType classification.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
master_material	table	55	has_enrollment	boolean	course_material_use	`course_material_use.has_enrollment` passthrough.	TRUE	Whether usable enrollment information is available.	Never NULL; false means neither section-canonical nor source-row evidence qualifies.
master_material	table	56	has_enrollment_own_seats	boolean	course_material_use	`course_material_use.has_enrollment_own_seats` passthrough.	TRUE	Whether the section reports usable occupied seats.	Never NULL; false means neither section-canonical nor source-row evidence qualifies.
master_material	table	57	no_details	boolean	course_material_use	`course_material_use.no_details` passthrough.	TRUE	Whether the title carries the no-details placeholder.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
master_material	table	58	no_materials	boolean	course_material_use	`course_material_use.no_materials` passthrough.	TRUE	Whether the row explicitly indicates no course materials.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
master_material	table	59	is_canada	boolean	course_material_use	`course_material_use.is_canada` passthrough.	TRUE	Whether the source row belongs to Canada.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
master_material	table	60	is_course_material_use	boolean	course_material_use	`course_material_use.is_course_material_use` passthrough.	TRUE	Whether the material belongs to the analysis population.	Never NULL; required by the view filter.
master_material	table	61	is_course_material_no_use	boolean	course_material_use	`course_material_use.is_course_material_no_use` passthrough.	FALSE	Whether the material belongs to the excluded population.	Never NULL; NoUse is recomputed as recent AND NOT grouped Use evidence.
master_material	table	62	has_enrollment_sibling	boolean	course_material_use	`course_material_use.has_enrollment_sibling` passthrough.	TRUE	Whether a sibling section reports enrollment.	Never NULL in the recent-period view; false means no qualifying section evidence.
master_material	table	63	has_enrollment_sibling_seats	boolean	course_material_use	`course_material_use.has_enrollment_sibling_seats` passthrough.	TRUE	Whether a sibling section reports usable occupied seats.	Never NULL in the recent-period view; false means no qualifying section evidence.
master_material	table	64	enrollment_assigned	integer	course_material_use	`course_material_use.enrollment_assigned` passthrough.	42	Best available section enrollment from the assignment ladder.	NULL outside the recent window or when no assignment rung succeeds.
master_material	table	65	enrollment_source	varchar	course_material_use	`course_material_use.enrollment_source` passthrough.	own	Assignment-ladder rung that supplied the section enrollment.	Never NULL in the recent-period view; `none` means no assignment rung produced a value.
master_material	table	66	is_required_direct	boolean	course_material_use	`course_material_use.is_required_direct` passthrough.	TRUE	Whether direct required evidence is present at the relation grain.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
master_material	table	67	is_optional_or_recommended_direct	boolean	course_material_use	`course_material_use.is_optional_or_recommended_direct` passthrough.	TRUE	Whether grouped rows include optional or recommended direct-status evidence.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
master_material	table	68	source_row_count	bigint	course_material_use	`course_material_use.source_row_count` passthrough.	42	Catalog rows collapsed into the canonical material item.	Never NULL or zero for a retained group.
master_material	table	69	title_variant_count	bigint	course_material_use	`course_material_use.title_variant_count` passthrough.	42	Distinct title variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
master_material	table	70	author_variant_count	bigint	course_material_use	`course_material_use.author_variant_count` passthrough.	42	Distinct author variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
master_material	table	71	publisher_variant_count	bigint	course_material_use	`course_material_use.publisher_variant_count` passthrough.	42	Distinct publisher variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
master_material	table	72	imprint_variant_count	bigint	course_material_use	`course_material_use.imprint_variant_count` passthrough.	42	Distinct imprint variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
master_material	table	73	book_format_variant_count	bigint	course_material_use	`course_material_use.book_format_variant_count` passthrough.	42	Distinct book format variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
master_material	table	74	format_type_variant_count	bigint	course_material_use	`course_material_use.format_type_variant_count` passthrough.	42	Distinct FormatType variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
master_material	table	75	book_status_variant_count	bigint	course_material_use	`course_material_use.book_status_variant_count` passthrough.	42	Distinct book status variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
master_material	table	76	catalog_metadata_conflict	boolean	course_material_use	`course_material_use.catalog_metadata_conflict` passthrough.	TRUE	Flags conflicting bibliographic values among grouped catalog rows.	Never NULL; false means the named conflict was not detected.
master_material	table	77	is_required_inferred_conflict	boolean	course_material_use	`course_material_use.is_required_inferred_conflict` passthrough.	TRUE	Whether grouped rows disagree on inferred-required status.	Never NULL; false means no detected within-group conflict.
master_material	table	78	is_oer_conflict	boolean	course_material_use	`course_material_use.is_oer_conflict` passthrough.	TRUE	Whether grouped rows disagree on open-resource classification.	Never NULL; false means no detected within-group conflict.
master_material	table	79	is_ia_conflict	boolean	course_material_use	`course_material_use.is_ia_conflict` passthrough.	TRUE	Whether grouped rows disagree on inclusive-access classification.	Never NULL; false means no detected within-group conflict.
master_material	table	80	bookstore_url	varchar	pricing_wide	`pricing_wide.bookstore_url` LEFT JOIN on `(section_id, isbn13)`.	https://bookstore.example.edu/item/123	Bookstore page providing the observed material prices.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	81	price_buy_new_physical	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_new_physical` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for new physical purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	82	price_buy_new_digital	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_new_digital` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for new digital purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	83	price_buy_new_na	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_new_na` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for new unspecified-format purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	84	price_buy_used_physical	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_used_physical` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for used physical purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	85	price_buy_used_digital	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_used_digital` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for used digital purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	86	price_buy_used_na	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_used_na` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for used unspecified-format purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	87	price_buy_na_physical	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_na_physical` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for unspecified-condition physical purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	88	price_buy_na_digital	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_na_digital` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for unspecified-condition digital purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	89	price_buy_na_na	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_na_na` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for unspecified-condition unspecified-format purchase offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	90	price_rental_new_physical	decimal(10,2)	pricing_wide	`pricing_wide.price_rental_new_physical` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for new physical rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	91	price_rental_new_digital	decimal(10,2)	pricing_wide	`pricing_wide.price_rental_new_digital` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for new digital rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	92	price_rental_new_na	decimal(10,2)	pricing_wide	`pricing_wide.price_rental_new_na` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for new unspecified-format rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	93	price_rental_used_physical	decimal(10,2)	pricing_wide	`pricing_wide.price_rental_used_physical` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for used physical rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	94	price_rental_used_digital	decimal(10,2)	pricing_wide	`pricing_wide.price_rental_used_digital` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for used digital rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	95	price_rental_used_na	decimal(10,2)	pricing_wide	`pricing_wide.price_rental_used_na` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for used unspecified-format rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	96	price_rental_na_physical	decimal(10,2)	pricing_wide	`pricing_wide.price_rental_na_physical` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for unspecified-condition physical rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	97	price_rental_na_digital	decimal(10,2)	pricing_wide	`pricing_wide.price_rental_na_digital` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for unspecified-condition digital rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	98	price_rental_na_na	decimal(10,2)	pricing_wide	`pricing_wide.price_rental_na_na` LEFT JOIN on `(section_id, isbn13)`.	12.34	Price for unspecified-condition unspecified-format rental offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	99	format_count	bigint	pricing_wide	`pricing_wide.format_count` LEFT JOIN on `(section_id, isbn13)`.	42	Distinct option-condition-format combinations offered for the material.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	100	has_buy	boolean	pricing_wide	`pricing_wide.has_buy` LEFT JOIN on `(section_id, isbn13)`.	TRUE	Whether any purchase offer exists for the material.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	101	has_rent	boolean	pricing_wide	`pricing_wide.has_rent` LEFT JOIN on `(section_id, isbn13)`.	TRUE	Whether any rental offer exists for the material.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	102	price_min	decimal(10,2)	pricing_wide	`pricing_wide.price_min` LEFT JOIN on `(section_id, isbn13)`.	12.34	Lowest valid price across available material offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	103	price_max	decimal(10,2)	pricing_wide	`pricing_wide.price_max` LEFT JOIN on `(section_id, isbn13)`.	12.34	Highest valid price across available material offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	104	price_avg	double	pricing_wide	`pricing_wide.price_avg` LEFT JOIN on `(section_id, isbn13)`.	12.34	Legacy midpoint between minimum and maximum material prices.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	105	rental_days_min	integer	pricing_wide	`pricing_wide.rental_days_min` LEFT JOIN on `(section_id, isbn13)`.	42	Shortest available rental term measured in days.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	106	rental_days_max	integer	pricing_wide	`pricing_wide.rental_days_max` LEFT JOIN on `(section_id, isbn13)`.	42	Longest available rental term measured in days.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	107	price_buy_min	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_min` LEFT JOIN on `(section_id, isbn13)`.	12.34	Lowest valid purchase price across available material offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	108	price_buy_max	decimal(10,2)	pricing_wide	`pricing_wide.price_buy_max` LEFT JOIN on `(section_id, isbn13)`.	12.34	Highest valid purchase price across available material offerings.	No exact pricing row, or the matched pricing aggregate has no valid value.
master_material	table	109	has_pricing_match	boolean	pricing_wide	`pricing_wide.section_id IS NOT NULL` after the exact `(section_id, isbn13)` LEFT JOIN.	TRUE	Whether an exact section-and-ISBN pricing match exists.	Never NULL; false distinguishes no pricing match.
master_material	table	110	is_section_required_direct	boolean	course_material_use	`course_material_use.is_section_required_direct` passthrough.	TRUE	Whether the source section has direct required evidence.	Never NULL in the recent-period view; false means no qualifying section evidence.
master_material	table	111	use_source_row_count	bigint	course_material_use	`course_material_use.use_source_row_count` passthrough.	42	Included catalog rows collapsed into the canonical item.	Never NULL; zero is possible for the filtered count.
master_material	table	112	no_use_source_row_count	bigint	course_material_use	`course_material_use.no_use_source_row_count` passthrough.	42	Excluded catalog rows collapsed into the canonical item.	Never NULL; zero is possible for the filtered count.
master_material	table	113	has_use_source_row	boolean	course_material_use	`course_material_use.has_use_source_row` passthrough.	TRUE	Whether grouped rows include retained-population evidence.	Never NULL; the view retains groups with source Use evidence.
master_material	table	114	has_no_use_source_row	boolean	course_material_use	`course_material_use.has_no_use_source_row` passthrough.	TRUE	Whether grouped rows include excluded-population evidence.	Never NULL under the normalized row-flag contract; false means no grouped row qualifies.
master_material	table	115	population_classification_conflict	boolean	course_material_use	`course_material_use.population_classification_conflict` passthrough.	TRUE	Flags simultaneous Use and NoUse evidence within groups.	Never NULL; false means the named conflict was not detected.
master_material	table	116	instructor_variant_count	bigint	course_material_use	`course_material_use.instructor_variant_count` passthrough.	42	Distinct instructor variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
master_material	table	117	email_variant_count	bigint	course_material_use	`course_material_use.email_variant_count` passthrough.	42	Distinct email variants found within grouped catalog rows.	Never NULL; zero means no nonmissing value.
master_material	table	118	contact_metadata_conflict	boolean	course_material_use	`course_material_use.contact_metadata_conflict` passthrough.	TRUE	Flags conflicting instructor or email values within groups.	Never NULL; false means the named conflict was not detected.
master_material	table	119	is_supply_conflict	boolean	course_material_use	`course_material_use.is_supply_conflict` passthrough.	TRUE	Whether grouped rows disagree on supply classification.	Never NULL; false means no detected within-group conflict.
master_material	table	120	no_details_conflict	boolean	course_material_use	`course_material_use.no_details_conflict` passthrough.	TRUE	Flags disagreement about the no-details placeholder within groups.	Never NULL; false means no detected within-group conflict.
master_material	table	121	no_materials_conflict	boolean	course_material_use	`course_material_use.no_materials_conflict` passthrough.	TRUE	Flags disagreement about no-materials evidence within groups.	Never NULL; false means no detected within-group conflict.
master_material	table	122	is_canada_conflict	boolean	course_material_use	`course_material_use.is_canada_conflict` passthrough.	TRUE	Whether grouped rows disagree on Canadian classification.	Never NULL; false means no detected within-group conflict.
master_material	table	123	is_null_isbn_audit	boolean	course_material_use	`course_material_use.is_null_isbn_audit` passthrough.	TRUE	Whether the row audits a NULL-ISBN source group.	Never NULL; false means the named evidence is absent.
master_material	table	124	has_nonnull_isbn_in_section	boolean	course_material_use	`course_material_use.has_nonnull_isbn_in_section` passthrough.	TRUE	Whether the section contains another non-NULL ISBN.	Never NULL; false means the named evidence is absent.
master_material	table	125	is_no_adoption_section	boolean	course_material_use	`course_material_use.is_no_adoption_section` passthrough.	TRUE	Whether the section has no non-NULL adopted ISBN.	Never NULL; false means the named evidence is absent.
master_material	table	126	section_course_material_no_use_count	bigint	course_material_use	`course_material_use.section_course_material_no_use_count` passthrough.	42	Excluded canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
master_material	table	127	section_no_details_count	bigint	course_material_use	`course_material_use.section_no_details_count` passthrough.	42	No-details canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
master_material	table	128	section_no_materials_count	bigint	course_material_use	`course_material_use.section_no_materials_count` passthrough.	42	No-materials canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
master_material	table	129	is_section_canada	boolean	course_material_use	`course_material_use.is_section_canada` passthrough.	TRUE	Whether any canonical item marks the source section Canadian.	Never NULL; false or zero means the named section evidence is absent.
master_material	table	130	is_section_supply	boolean	course_material_use	`course_material_use.is_section_supply` passthrough.	TRUE	Whether any canonical item marks the source section supply.	Never NULL; false or zero means the named section evidence is absent.
master_material	table	131	section_supply_count	bigint	course_material_use	`course_material_use.section_supply_count` passthrough.	42	Supply canonical items counted for the source section.	Never NULL; false or zero means the named section evidence is absent.
