relation	kind	ordinal	column	type	upstream table	derivation	sample values	description	null meaning
course_catalog_20251215	table	25	last_name	varchar	BMG DiscoveryExtract.20251215.csv	BMG Discovery Extract field `LastName`; direct CSV import; configured null tokens become NULL.	A. Example	Family name of the course instructor.	External field absent, blank, a configured null token, or failed TRY_CAST where applicable.
course_catalog_20251215	table	26	email	varchar	BMG DiscoveryExtract.20251215.csv	BMG Discovery Extract field `E-Mail`; extract/clean first address, remove embedded spaces, lowercase + trim.	instructor@example.edu	Normalized instructor email used for contact and matching.	External field absent, blank, a configured null token, or failed TRY_CAST where applicable.
course_catalog_20251215	table	27	course_id	varchar	BMG DiscoveryExtract.20251215.csv	Concatenate normalized `IPED ID`, `Dept Code`, and `Course Number` with `::`; missing segments become `UNKNOWN`.	1001::BIO::101	Stable identifier for the institution-level course offering.	Not produced; missing composite segments are encoded as `UNKNOWN`.
course_catalog_20251215	table	28	section_id	varchar	BMG DiscoveryExtract.20251215.csv	Concatenate `course_id`, normalized `Section`, and derived term with `::`; missing segments become `UNKNOWN`.	1001::BIO::101::001::2025-4	Period-specific identifier for the distinct section offering.	Not produced; missing composite segments are encoded as `UNKNOWN`.
course_catalog_20251215	table	29	period_sortable	varchar	BMG DiscoveryExtract.20251215.csv	Map `Period` season/year to `YYYY-N` (Winter=1 through Fall=4).	2025-4	Sortable academic term code used for chronological ordering.	Unrecognized or missing academic-period text.
course_catalog_20251215	table	30	period_date	date	BMG DiscoveryExtract.20251215.csv	Map `Period` to the canonical first day for its season.	2025-10-01	Canonical starting date assigned to the academic term.	Unrecognized or missing academic-period text.
ipeds_data	table	1	unitid	integer	IPEDS IPEDS_2024.csv	IPEDS field `UNITID`; TRY_CAST to INTEGER; configured null tokens normalized.	1001	IPEDS institution identifier from the institutional source.	IPEDS field unavailable, configured as missing, or failed TRY_CAST.
ipeds_data	table	2	instnm	varchar	IPEDS IPEDS_2024.csv	IPEDS field `INSTNM`; configured null tokens normalized.	Example University	Official institution name reported by IPEDS.	IPEDS field unavailable, configured as missing, or failed TRY_CAST.
ipeds_data	table	3	sector	varchar	IPEDS IPEDS_2024.csv	IPEDS field `SECTOR`; configured null tokens normalized.	unknown	IPEDS sector classification for the institution.	IPEDS field unavailable, configured as missing, or failed TRY_CAST.
ipeds_data	table	4	iclevel	varchar	IPEDS IPEDS_2024.csv	IPEDS field `ICLEVEL`; configured null tokens normalized.	Four or more years	IPEDS award-level classification for the institution.	IPEDS field unavailable, configured as missing, or failed TRY_CAST.
ipeds_data	table	5	control	varchar	IPEDS IPEDS_2024.csv	IPEDS field `CONTROL`; configured null tokens normalized.	unknown	Institution ownership and governance classification used for reporting.	IPEDS field unavailable, configured as missing, or failed TRY_CAST.
ipeds_data	table	6	instsize	varchar	IPEDS IPEDS_2024.csv	IPEDS field `INSTSIZE`; configured null tokens normalized.	1	IPEDS institutional enrollment-size classification used for reporting.	IPEDS field unavailable, configured as missing, or failed TRY_CAST.
ipeds_data	table	7	enroll_24	integer	IPEDS IPEDS_2024.csv	IPEDS field `Enroll_24`; TRY_CAST to INTEGER; configured null tokens normalized.	42	Total institutional enrollment reported to IPEDS for 2024.	IPEDS field unavailable, configured as missing, or failed TRY_CAST.
ipeds_data	table	8	dist_enroll_24	integer	IPEDS IPEDS_2024.csv	IPEDS field `DistEnroll_24`; TRY_CAST to INTEGER; configured null tokens normalized.	42	IPEDS 2024 students enrolled in distance education.	IPEDS field unavailable, configured as missing, or failed TRY_CAST.
ipeds_data	table	9	inst_type	varchar	IPEDS IPEDS_2024.csv	IPEDS field `InstType`; configured null tokens normalized.	College	Derived institution type classification used for reporting.	IPEDS field unavailable, configured as missing, or failed TRY_CAST.
opt_out	table	1	email	varchar	BVA OptOut_20251215.csv	BVA opt-out field `Email`; lowercase + trim.	instructor@example.edu	Normalized email address listed for mailing opt-out.	External field absent or normalized from a configured null token.
opt_out	table	2	source	varchar	BVA OptOut_20251215.csv	BVA opt-out field `Source`; direct import.	survey	BVA source label explaining the opt-out entry.	External field absent or normalized from a configured null token.
panel_email	table	1	email	varchar	BVA panel_20260108.csv	Normalized BVA panel CSV field `Unique` group key.	instructor@example.edu	Normalized contact email used for panel-history matching.	Not expected; NULL emails group together if present in source.
panel_email	table	2	panel_response_year	varchar	BVA panel_20260108.csv	`MAX` of normalized BVA panel CSV field `Year`.	OER_2025	Latest recorded panel response campaign label.	No nonmissing response year for the email.
panel_email	table	3	panel_source_row_count	bigint	BVA panel_20260108.csv	`COUNT(*)` of normalized BVA panel CSV rows.	42	Panel-history rows collapsed into the contact lookup.	Never NULL; at least one.
panel_email	table	4	panel_response_year_variant_count	bigint	BVA panel_20260108.csv	`COUNT(DISTINCT Year)` of normalized BVA panel CSV rows.	42	Distinct campaign labels found among grouped panel-history rows.	Never NULL; zero means all years missing.
format_type_classification	table	1	FormatType	varchar	format_type_lookup.tsv	Lookup TSV field `format_type`; direct tab-delimited import.	Book	Catalog classification label for the material format.	Lookup cell missing.
format_type_classification	table	2	is_oer	boolean	format_type_lookup.tsv	Lookup TSV field `is_oer`; direct tab-delimited import cast to BOOLEAN.	TRUE	Whether the material is an open educational resource.	Lookup cell missing.
format_type_classification	table	3	oer_category	varchar	format_type_lookup.tsv	Lookup TSV field `oer_category`; direct tab-delimited import.	unknown	Open-resource category assigned to the material format.	Lookup cell missing.
format_type_classification	table	4	is_ia	boolean	format_type_lookup.tsv	Lookup TSV field `is_ia`; direct tab-delimited import cast to BOOLEAN.	TRUE	Whether the material uses inclusive access.	Lookup cell missing.
format_type_classification	table	5	ia_category	varchar	format_type_lookup.tsv	Lookup TSV field `ia_category`; direct tab-delimited import.	unknown	Inclusive-access category assigned to the material format.	Lookup cell missing.
pricing_historical	table	1	unit_id	integer	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `IPEDSID`; trim and TRY_CAST to the declared type; latest logical-key snapshot retained after duplicate/instructor collapse.	1001	IPEDS institution identifier used throughout the pipeline.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	2	institute	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Institute`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	Example University	Institution name supplied by the pricing source.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	3	bookstore_url	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Address`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	https://bookstore.example.edu/item/123	Bookstore page providing the observed material prices.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	4	pricing_date	timestamp	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Book Pricing Date`; trim and TRY_CAST to the declared type; latest logical-key snapshot retained after duplicate/instructor collapse.	2025-10-01 12:00:00	Timestamp of the retained pricing source snapshot.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	5	period	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Period`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	Fall 2025	Human-readable academic term label from the source.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	6	dept_code	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Department Code`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	BIO	Short code identifying the academic department.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	7	dept_name	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Department Name`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	Biology	Department name supplied by the pricing source.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	8	course_code	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Course Code`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	101	Course code supplied by the pricing source.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	9	section_code	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Section Code`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	001	Section code supplied by the pricing source.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	10	crn	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `CRN`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	12345	Registration number identifying the source course section.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	11	instructor_name	varchar	BMG BookPricing.Historical_20260224.csv	"`STRING_AGG(DISTINCT TRIM(""Instructor Name""), ', ' ORDER BY TRIM(""Instructor Name""))` before latest-date row selection."	A. Example	Instructor names attached to the pricing observation.	No nonblank instructor name occurs in the collapsed source rows.
pricing_historical	table	12	isbn13	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `ISBN13`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	9780000000002	Book or material identifier used for cross-source matching.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	13	title	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Title`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	Introduction to Biology	Title supplied for the adopted course material.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	14	author	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Author`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	A. Example	Author credited for the adopted course material.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	15	publisher	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Publisher`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	Example Press	Publisher credited for the adopted course material.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	16	edition	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Edition`; trim; latest logical-key snapshot retained after duplicate/instructor collapse.	3rd	Edition statement for the priced course material.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	17	book_status	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Book Status`; lowercase + trim; latest logical-key snapshot retained after duplicate/instructor collapse.	required	Adoption priority assigned to the course material.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	18	required	boolean	BMG BookPricing.Historical_20260224.csv	`LOWER(TRIM(Book Status)) = 'required'` during pricing import.	TRUE	Whether the pricing observation has required adoption status.	NULL when Book Status is missing; TRUE only for required, FALSE for non-NULL non-required status.
pricing_historical	table	19	book_option	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Book Option`; lowercase + trim; latest logical-key snapshot retained after duplicate/instructor collapse.	buy	Purchase or rental option for the pricing offer.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	20	book_condition	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Book Condition`; lowercase + trim; latest logical-key snapshot retained after duplicate/instructor collapse.	new	Condition of the priced book offering.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	21	book_format	varchar	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Book Format`; lowercase + trim; latest logical-key snapshot retained after duplicate/instructor collapse.	physical	Physical or digital format of the material.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	22	price	decimal(10,2)	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Price`; trim and TRY_CAST to the declared type; latest logical-key snapshot retained after duplicate/instructor collapse.	12.34	Observed amount for the specific pricing offering.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	23	rental_days	integer	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Rental Length`; trim and TRY_CAST to the declared type; latest logical-key snapshot retained after duplicate/instructor collapse.	42	Length of the offered rental term in days.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	24	return_date	date	BMG BookPricing.Historical_20260224.csv	BMG Book Pricing field `Return Date`; trim and TRY_CAST to the declared type; latest logical-key snapshot retained after duplicate/instructor collapse.	2025-10-01	Required return date for the rental offering.	External field absent, a configured null token, or failed TRY_CAST.
pricing_historical	table	25	course_id	varchar	BMG BookPricing.Historical_20260224.csv	Composite of `IPEDSID`, `Department Code`, and `Course Code`; missing segments encoded `UNKNOWN`.	1001::BIO::101	Stable identifier for the institution-level course offering.	Not produced; missing composite segments are encoded as `UNKNOWN`.
pricing_historical	table	26	section_id	varchar	BMG BookPricing.Historical_20260224.csv	Composite of course components, `Section Code`, and derived sortable period; missing segments encoded `UNKNOWN`.	1001::BIO::101::001::2025-4	Period-specific identifier for the distinct section offering.	Not produced; missing composite segments are encoded as `UNKNOWN`.
pricing_historical	table	27	period_sortable	varchar	BMG BookPricing.Historical_20260224.csv	Season/year parsed from pricing field `Period` to `YYYY-N`.	2025-4	Sortable academic term code used for chronological ordering.	Unrecognized or missing pricing-period text.
pricing_historical	table	28	period_date	date	BMG BookPricing.Historical_20260224.csv	Season/year parsed from pricing field `Period` to canonical season date.	2025-10-01	Canonical starting date assigned to the academic term.	Unrecognized or missing pricing-period text.
supply_isbn_classification	table	1	isbn13	bigint	course_catalog_20251215, recent_period, supply title rules (supply_keywords.tsv)	Non-NULL catalog ISBN group key after qualifying title-pattern matches.	9780000000002	Book or material identifier used for cross-source matching.	Not produced.
supply_isbn_classification	table	2	title	varchar	course_catalog_20251215, recent_period, supply title rules (supply_keywords.tsv)	Deterministic representative catalog title for the ISBN.	Introduction to Biology	Title supplied for the adopted course material.	No representative nonmissing title.
supply_isbn_classification	table	3	n_rows	hugeint	course_catalog_20251215, recent_period, supply title rules (supply_keywords.tsv)	Count of recent-period catalog rows covered by qualifying title variants.	42	Catalog rows supporting the selected supply classification.	Not produced.
supply_isbn_classification	table	4	matched_pattern	varchar	course_catalog_20251215, recent_period, supply title rules (supply_keywords.tsv)	Highest-priority included lowercase keyword; longest then lexical tie-break.	lab kit	Supply keyword selected after priority and tie-breaking rules.	Not produced.
supply_isbn_classification	table	5	category	varchar	course_catalog_20251215, recent_period, supply title rules (supply_keywords.tsv)	Category attached to the selected supply keyword.	science_lab	Classification assigned to the matched supply pattern.	Not produced.
state_region	table	1	state	varchar	0b_state_region.sql static values	Maintained static `state` value in `0b_state_region.sql`.	CA	State or province code for the institution.	Not produced by the static lookup.
state_region	table	2	region	varchar	0b_state_region.sql static values	Maintained static `region` value in `0b_state_region.sql`.	West	Census region containing the state or province.	Not produced by the static lookup.
state_region	table	3	division	varchar	0b_state_region.sql static values	Maintained static `division` value in `0b_state_region.sql`.	Pacific	Census division containing the state or province.	Not produced by the static lookup.
pricing_wide	table	1	section_id	varchar	pricing_historical	`pricing_historical.section_id` group key.	1001::BIO::101::001::2025-4	Period-specific identifier for the distinct section offering.	Not produced for a retained group.
pricing_wide	table	2	isbn13	varchar	pricing_historical	`pricing_historical.isbn13` group key.	9780000000002	Book or material identifier used for cross-source matching.	May be NULL when pricing source rows have no ISBN.
pricing_wide	table	3	unit_id	bigint	pricing_historical	`MAX(pricing_historical.unit_id)` for source provenance/metadata.	1001	IPEDS institution identifier used throughout the pipeline.	No nonmissing value in the group.
pricing_wide	table	4	required	boolean	pricing_historical	`BOOL_OR(pricing_historical.required)`.	TRUE	Whether the pricing observation has required adoption status.	NULL when every retained row has required = NULL (for example, Book Status is missing); otherwise TRUE if any row is required and FALSE when all non-NULL values are false.
pricing_wide	table	5	institute	varchar	pricing_historical	`MAX(pricing_historical.institute)` for source provenance/metadata.	Example University	Institution name supplied by the pricing source.	No nonmissing value in the group.
pricing_wide	table	6	bookstore_url	varchar	pricing_historical	`MAX(pricing_historical.bookstore_url)` for source provenance/metadata.	https://bookstore.example.edu/item/123	Bookstore page providing the observed material prices.	No nonmissing value in the group.
pricing_wide	table	7	title	varchar	pricing_historical	`MAX(pricing_historical.title)` for source provenance/metadata.	Introduction to Biology	Title supplied for the adopted course material.	No nonmissing value in the group.
pricing_wide	table	8	author	varchar	pricing_historical	`MAX(pricing_historical.author)` for source provenance/metadata.	A. Example	Author credited for the adopted course material.	No nonmissing value in the group.
pricing_wide	table	9	publisher	varchar	pricing_historical	`MAX(pricing_historical.publisher)` for source provenance/metadata.	Example Press	Publisher credited for the adopted course material.	No nonmissing value in the group.
pricing_wide	table	10	edition	varchar	pricing_historical	`MAX(pricing_historical.edition)` for source provenance/metadata.	3rd	Edition statement for the priced course material.	No nonmissing value in the group.
pricing_wide	table	11	price_buy_new_physical	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'buy' AND pricing_historical.book_condition = 'new' AND pricing_historical.book_format = 'physical' THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for new physical purchase offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	12	price_buy_new_digital	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'buy' AND pricing_historical.book_condition = 'new' AND pricing_historical.book_format = 'digital' THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for new digital purchase offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	13	price_buy_new_na	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'buy' AND pricing_historical.book_condition = 'new' AND pricing_historical.book_format IS NULL THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for new unspecified-format purchase offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	14	price_buy_used_physical	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'buy' AND pricing_historical.book_condition = 'used' AND pricing_historical.book_format = 'physical' THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for used physical purchase offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	15	price_buy_used_digital	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'buy' AND pricing_historical.book_condition = 'used' AND pricing_historical.book_format = 'digital' THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for used digital purchase offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	16	price_buy_used_na	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'buy' AND pricing_historical.book_condition = 'used' AND pricing_historical.book_format IS NULL THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for used unspecified-format purchase offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	17	price_buy_na_physical	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'buy' AND pricing_historical.book_condition IS NULL AND pricing_historical.book_format = 'physical' THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for unspecified-condition physical purchase offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	18	price_buy_na_digital	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'buy' AND pricing_historical.book_condition IS NULL AND pricing_historical.book_format = 'digital' THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for unspecified-condition digital purchase offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	19	price_buy_na_na	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'buy' AND pricing_historical.book_condition IS NULL AND pricing_historical.book_format IS NULL THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for unspecified-condition unspecified-format purchase offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	20	price_rental_new_physical	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'rental' AND pricing_historical.book_condition = 'new' AND pricing_historical.book_format = 'physical' THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for new physical rental offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	21	price_rental_new_digital	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'rental' AND pricing_historical.book_condition = 'new' AND pricing_historical.book_format = 'digital' THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for new digital rental offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	22	price_rental_new_na	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'rental' AND pricing_historical.book_condition = 'new' AND pricing_historical.book_format IS NULL THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for new unspecified-format rental offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	23	price_rental_used_physical	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'rental' AND pricing_historical.book_condition = 'used' AND pricing_historical.book_format = 'physical' THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for used physical rental offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
pricing_wide	table	24	price_rental_used_digital	decimal(10,2)	pricing_historical	`MAX(CASE WHEN pricing_historical.book_option = 'rental' AND pricing_historical.book_condition = 'used' AND pricing_historical.book_format = 'digital' THEN CASE WHEN pricing_historical.price < 9999 THEN pricing_historical.price END END)`.	12.34	Price for used digital rental offerings.	That option/condition/format has no price below the 9999 sentinel ceiling.
